product_id,product,subcategory,category,retail_price
331,Bvlgari L'Homme,"bath oils, bubbles and soaks",Body care,60.0
332,Bvlgari Light Blue,Body soaps and washes,Body care,45.0
333,Bvlgari My Way,hand creams,Body care,62.0
334,Bvlgari Sauvage,"candles, sprays, diffusers",Home and Accessories,76.0
335,Bvlgari Spicebomb,Body soaps and washes,Body care,120.0
336,Bvlgari The One,shampoos and conditioners,Hair care,93.0
337,CND Vinylux Weekly Polish Alluring Amethyst Shimmering Purple,body moisturizers,Body care,10.0
338,CND Vinylux Weekly Polish Bicycle Yellow Bright Yellow,Body soaps and washes,Body care,7.0
339,CND Vinylux Weekly Polish Black Pool Jet Black,"bath oils, bubbles and soaks",Body care,5.0
340,CND Vinylux Weekly Polish Butterfly Queen Magenta with Glitter,hand creams,Body care,4.0
341,CND Vinylux Weekly Polish Cake Pop Light Pink,body moisturizers,Body care,10.0
342,CND Vinylux Weekly Polish Cityscape Cool Gray,shampoos and conditioners,Hair care,8.0
343,CND Vinylux Weekly Polish Cobalt Blue Bold Blue,"bath oils, bubbles and soaks",Body care,5.0
344,CND Vinylux Weekly Polish Cream Puff Pure White,Nail care products,Body care,4.0
345,CND Vinylux Weekly Polish Crimson Sash Bold Red with Shimmer,Body soaps and washes,Body care,9.0
346,CND Vinylux Weekly Polish Dark Lava Shimmering Burgundy,"bath oils, bubbles and soaks",Body care,5.0
347,CND Vinylux Weekly Polish Denim Patch Deep Blue,"bath oils, bubbles and soaks",Body care,5.0
348,CND Vinylux Weekly Polish Fedora Deep Burgundy,"bath oils, bubbles and soaks",Body care,7.0
349,CND Vinylux Weekly Polish Field Fox Cool Beige,"bath oils, bubbles and soaks",Body care,4.0
350,CND Vinylux Weekly Polish Grapefruit Sparkle Pink with Shimmer,"bath oils, bubbles and soaks",Body care,10.0
351,CND Vinylux Weekly Polish Hot Pop Pink Bright Pink,"bath oils, bubbles and soaks",Body care,9.0
352,CND Vinylux Weekly Polish Lobster Roll Bright Orange-Red,hair colors and toners,Hair care,6.0
353,CND Vinylux Weekly Polish Married to the Mauve Mauve Pink,"bath oils, bubbles and soaks",Body care,5.0
354,CND Vinylux Weekly Polish Masquerade Shimmering Red,"bath oils, bubbles and soaks",Body care,3.0
355,CND Vinylux Weekly Polish Midnight Swim Shimmering Navy,Body soaps and washes,Body care,10.0
356,CND Vinylux Weekly Polish Mystic Slate Deep Gray,"bath oils, bubbles and soaks",Body care,9.0
357,CND Vinylux Weekly Polish Negligee Sheer White,Nail care products,Body care,5.0
358,CND Vinylux Weekly Polish Pink Pursuit Soft Pink,"bath oils, bubbles and soaks",Body care,4.0
359,CND Vinylux Weekly Polish Romantique Sheer Pink,"bath oils, bubbles and soaks",Body care,6.0
360,CND Vinylux Weekly Polish Rose Bud Classic Rose,body moisturizers,Body care,6.0
361,CND Vinylux Weekly Polish Rubble Cool Taupe,Body soaps and washes,Body care,5.0
362,CND Vinylux Weekly Polish Satin Pajamas Taupe,Body soaps and washes,Body care,6.0
363,CND Vinylux Weekly Polish Tango Passion Bright Purple,"bath oils, bubbles and soaks",Body care,5.0
364,CND Vinylux Weekly Polish Tartan Punk Bold Red,"bath oils, bubbles and soaks",Body care,9.0
365,CND Vinylux Weekly Polish Tropix Vibrant Coral,Body soaps and washes,Body care,9.0
366,CND Vinylux Weekly Polish Wildfire Classic Red,body moisturizers,Body care,8.0
367,Calvin Klein Black Opium,face moisturizing products,Face care,62.0
368,Calvin Klein J'adore,body moisturizers,Body care,90.0
369,Calvin Klein Joy,vitamins and supplements,Body care,98.0
370,Calvin Klein La Vie Est Belle,Body soaps and washes,Body care,108.0
371,Calvin Klein Libre,"bath oils, bubbles and soaks",Body care,64.0
372,Calvin Klein Light Blue,face masks and exfoliators,Body care,115.0
373,Calvin Klein My Way,face masks and exfoliators,Body care,108.0
374,Capri Blue Black Forest Candle,body moisturizers,Body care,10.0
375,Capri Blue Fireside Candle,body moisturizers,Body care,10.0
376,Capri Blue French Cade Lavender Candle,"bath oils, bubbles and soaks",Body care,8.0
377,Capri Blue Garden Mint Candle,"bath oils, bubbles and soaks",Body care,12.0
378,Capri Blue Geranium Candle,body moisturizers,Body care,12.0
379,Capri Blue Lavender Vanilla Candle,"bath oils, bubbles and soaks",Body care,7.0
380,Capri Blue Russian Leather Candle,"bath oils, bubbles and soaks",Body care,7.0
381,Capri Blue Rustic Pumpkin Candle,Nail care products,Body care,17.0
382,Capri Blue Sea & Dune Diffuser,"bath oils, bubbles and soaks",Body care,6.0
383,Caress Daily Silk Body Wash,body moisturizers,Body care,10.0
384,Caress Daily Silk White Peach & Silky Orange Blossom Body Wash,"bath oils, bubbles and soaks",Body care,9.0
385,Caress Evenly Gorgeous Exfoliating Body Wash,body moisturizers,Body care,16.0
386,Caress Evenly Gorgeous Exfoliating Body Wash with Burnt Brown Sugar & Karite Butter,Lipsticks,Make up,9.0
387,Caress Forever Collection Love Forever Body Wash,body moisturizers,Body care,4.0
388,Caress Joy Forever Body Wash,face masks and exfoliators,Body care,6.0
389,Caress Love Forever Body Wash,Body soaps and washes,Body care,10.0
390,Caress Mystique Forever Body Wash,Body soaps and washes,Body care,4.0
391,Caress Scarlet Blossom Body Wash,brushes and applicators,Home and Accessories,13.0
392,Caress Tahitian Renewal Exfoliating Body Wash,vitamins and supplements,Body care,15.0
393,Caudalie Divine Oil,face masks and exfoliators,Body care,11.0
394,Caudalie Glycolic Peel Mask,"bath oils, bubbles and soaks",Body care,17.0
395,Caudalie Grape Water Gel Moisturizer,"bath oils, bubbles and soaks",Body care,20.0
396,Caudalie Hand and Nail Cream,Nail care products,Body care,35.0
397,Caudalie Instant Detox Mask,face moisturizing products,Face care,19.0
398,Caudalie Moisturizing Mask,hand creams,Body care,13.0
399,Caudalie Premier Cru The Eye Cream,body moisturizers,Body care,11.0
400,Caudalie Premier Cru The Precious Oil,"bath oils, bubbles and soaks",Body care,19.0
401,Caudalie Resveratrol Lift Face Lifting Soft Cream,"bath oils, bubbles and soaks",Body care,9.0
402,Caudalie Thé des Vignes Shower Gel,"bath oils, bubbles and soaks",Body care,3.0
403,Caudalie Vinoperfect Brightening Glycolic Peel Mask,"bath oils, bubbles and soaks",Body care,8.0
404,Caudalie Vinosource Moisturizing Sorbet,"bath oils, bubbles and soaks",Body care,10.0
405,Caudalie Vinotherapist Hand & Nail Repairing Cream,"bath oils, bubbles and soaks",Body care,26.0
406,Centrum Biotin,body moisturizers,Body care,41.0
407,Centrum Calcium Gummies,"bath oils, bubbles and soaks",Body care,26.0
408,Centrum Glucosamine Chondroitin,Body soaps and washes,Body care,48.0
409,Centrum Iron Supplement,face masks and exfoliators,Body care,33.0
410,Centrum Magnesium Citrate,"bath oils, bubbles and soaks",Body care,32.0
411,Centrum Melatonin,"bath oils, bubbles and soaks",Body care,48.0
412,Centrum Probiotics,hand creams,Body care,40.0
413,Centrum Silver Multivitamin,hand creams,Body care,50.0
414,Centrum Vitamin D3,body moisturizers,Body care,36.0
415,Centrum Zinc Tablets,body moisturizers,Body care,50.0
416,CeraVe AM Facial Moisturizing Lotion SPF 30,Body soaps and washes,Body care,17.0
417,CeraVe Anti-Itch Hand Cream,"bath oils, bubbles and soaks",Body care,34.0
418,CeraVe Baby Healing Ointment,body moisturizers,Body care,44.0
419,CeraVe Baby Moisturizing Cream,"bath oils, bubbles and soaks",Body care,21.0
420,CeraVe Baby Moisturizing Lotion,Nail care products,Body care,31.0
421,CeraVe Daily Moisturizing Lotion for Normal to Dry Skin,"bath oils, bubbles and soaks",Body care,25.0
422,CeraVe Diabetics' Dry Skin Relief Hand & Foot Cream,face masks and exfoliators,Body care,15.0
423,CeraVe Diabetics' Dry Skin Relief Moisturizing Cream,"bath oils, bubbles and soaks",Body care,18.0
424,CeraVe Eye Repair Cream,Nail care products,Body care,36.0
425,CeraVe Facial Moisturizing Lotion SPF 15,hair colors and toners,Hair care,8.0
426,CeraVe Hand Repair Cream,"bath oils, bubbles and soaks",Body care,11.0
427,CeraVe Hand Repair Cream with Niacinamide,body moisturizers,Body care,32.0
428,CeraVe Healing Hand Cream,"bath oils, bubbles and soaks",Body care,27.0
429,CeraVe Healing Ointment,"bath oils, bubbles and soaks",Body care,19.0
430,CeraVe Hydrating Body Wash,"bath oils, bubbles and soaks",Body care,33.0
431,CeraVe Hydrating Facial Cleanser,body moisturizers,Body care,17.0
432,CeraVe Hydrating Hand Cream,"bath oils, bubbles and soaks",Body care,35.0
433,CeraVe Hydrating Hyaluronic Acid Serum,body moisturizers,Body care,16.0
434,CeraVe Hydrating Mineral Sunscreen SPF 30,hair colors and toners,Hair care,46.0
435,CeraVe Hydrating Sunscreen Face Lotion SPF 50,hair colors and toners,Hair care,44.0
436,CeraVe Intensive Stretch Marks Cream,"bath oils, bubbles and soaks",Body care,15.0
437,CeraVe Itch Relief Hand Cream,Body soaps and washes,Body care,7.0
438,CeraVe Itch Relief Moisturizing Cream,Nail care products,Body care,12.0
439,CeraVe Itch Relief Moisturizing Lotion,"bath oils, bubbles and soaks",Body care,30.0
440,CeraVe Mineral Sunscreen Face Lotion SPF 50,body moisturizers,Body care,12.0
441,CeraVe Mineral Sunscreen SPF 30,"bath oils, bubbles and soaks",Body care,21.0
442,CeraVe Mineral Sunscreen SPF 50,"bath oils, bubbles and soaks",Body care,29.0
443,CeraVe Moisturizing Cream,body moisturizers,Body care,23.0
444,CeraVe Moisturizing Cream for Face & Body,hair colors and toners,Hair care,47.0
445,CeraVe Moisturizing Cream for Face and Body,"bath oils, bubbles and soaks",Body care,11.0
446,CeraVe Moisturizing Cream for Hands,face masks and exfoliators,Body care,37.0
447,CeraVe Moisturizing Cream with Ceramides,"bath oils, bubbles and soaks",Body care,45.0
448,CeraVe Moisturizing Cream with Hyaluronic Acid,Nail care products,Body care,32.0
449,CeraVe Moisturizing Lotion,"bath oils, bubbles and soaks",Body care,13.0
450,CeraVe Moisturizing Lotion for Normal to Dry Skin,"bath oils, bubbles and soaks",Body care,19.0
451,CeraVe PM Facial Moisturizing Lotion,body moisturizers,Body care,35.0
452,CeraVe Renewing SA Cream,"bath oils, bubbles and soaks",Body care,22.0
453,CeraVe Renewing SA Cream for Rough & Bumpy Skin,face moisturizing products,Face care,49.0
454,CeraVe Renewing SA Hand Cream,Body soaps and washes,Body care,29.0
455,CeraVe Resurfacing Retinol Serum,"bath oils, bubbles and soaks",Body care,13.0
456,CeraVe SA Lotion for Rough & Bumpy Skin,"bath oils, bubbles and soaks",Body care,32.0
457,CeraVe Skin Renewing Day Cream SPF 30,hand creams,Body care,19.0
458,CeraVe Skin Renewing Night Cream,Nail care products,Body care,30.0
459,CeraVe Skin Renewing Night Cream with Peptides,Body soaps and washes,Body care,17.0
460,CeraVe Skin Renewing Retinol Day Cream SPF 30,Body soaps and washes,Body care,13.0
461,CeraVe Skin Renewing Retinol Serum,face moisturizing products,Face care,32.0
462,CeraVe Skin Renewing Vitamin C Serum,"bath oils, bubbles and soaks",Body care,20.0
463,CeraVe Sunscreen Face Lotion SPF 50,"bath oils, bubbles and soaks",Body care,20.0
464,CeraVe Therapeutic Hand Cream,"bath oils, bubbles and soaks",Body care,20.0
465,CeraVe Ultra-Light Moisturizing Lotion SPF 30,hand creams,Body care,24.0
466,CeraVe Ultra-Light Moisturizing Lotion SPF 30 for Normal to Oily Skin,"bath oils, bubbles and soaks",Body care,8.0
467,Cetaphil Baby Wash & Shampoo,"bath oils, bubbles and soaks",Body care,9.0
468,Cetaphil Daily Facial Moisturizer SPF 15,Body soaps and washes,Body care,27.0
469,Cetaphil Daily Hydrating Lotion,face masks and exfoliators,Body care,50.0
470,Cetaphil Deep Cleansing Bar,vitamins and supplements,Body care,4.0
471,Cetaphil Gentle Cleansing Bar,"candles, sprays, diffusers",Home and Accessories,3.0
472,Cetaphil Gentle Skin Cleanser,"bath oils, bubbles and soaks",Body care,13.0
473,Cetaphil Oil Absorbing Moisturizer SPF 30,face moisturizing products,Face care,26.0
474,Cetaphil Pro DermaControl Oil Removing Foam Wash,Body soaps and washes,Body care,12.0
475,Cetaphil Pro Soothing Body Wash,hair colors and toners,Hair care,9.0
476,Cetaphil Pro Soothing Wash,body moisturizers,Body care,12.0
477,Cetaphil Restoraderm Eczema Calming Body Wash,body moisturizers,Body care,6.0
478,Cetaphil Rich Hydrating Night Cream,vitamins and supplements,Body care,9.0
479,Cetaphil Ultra Gentle Body Wash,body moisturizers,Body care,10.0
480,Cetaphil Ultra Gentle Refreshing Body Wash,shampoos and conditioners,Hair care,4.0
481,Chanel Coco Mademoiselle,Nail care products,Body care,89.0
482,Chanel Joy,"bath oils, bubbles and soaks",Body care,117.0
483,Chanel Light Blue,"bath oils, bubbles and soaks",Body care,110.0
484,Chanel Olympea,brushes and applicators,Home and Accessories,94.0
485,Chanel Rouge Allure Luminous Intense,Nail care products,Body care,18.0
486,Chanel Rouge Allure Pirate Red,"bath oils, bubbles and soaks",Body care,9.0
487,Chanel Rouge Allure Velvet Extrême Ideal,"bath oils, bubbles and soaks",Body care,6.0
488,Chanel Rouge Allure Velvet Intense Pink,face masks and exfoliators,Body care,12.0
489,Chanel Rouge Allure Velvet L'Exubérante,body moisturizers,Body care,10.0
490,Chanel Rouge Allure Velvet La Sensuelle,vitamins and supplements,Body care,18.0
491,Chanel Rouge Coco Flash Amour,body moisturizers,Body care,17.0
492,Chanel Rouge Coco Flash Boy Nude,body moisturizers,Body care,17.0
493,Chanel Rouge Coco Gabrielle Red,Nail care products,Body care,8.0
494,Chanel Rouge Coco Mademoiselle,face masks and exfoliators,Body care,7.0
495,Chanel The One,"bath oils, bubbles and soaks",Body care,113.0
496,Charlotte Tilbury Backstage Foundation,Nail care products,Body care,32.0
497,Charlotte Tilbury Born This Way Foundation,Body soaps and washes,Body care,32.0
498,Charlotte Tilbury ColorStay Foundation,"bath oils, bubbles and soaks",Body care,18.0
499,Charlotte Tilbury Double Wear Foundation,face masks and exfoliators,Body care,18.0
500,Charlotte Tilbury Even Better Makeup,body moisturizers,Body care,28.0
501,Charlotte Tilbury Eyes to Mesmerise Rose Gold,body moisturizers,Body care,20.0
502,Charlotte Tilbury Eyes to Mesmerise Star Gold,face moisturizing products,Face care,16.0
503,Charlotte Tilbury Flawless Fusion Ultra-Longwear Foundation,"bath oils, bubbles and soaks",Body care,35.0
504,Charlotte Tilbury Goddess Skin Clay Mask,"bath oils, bubbles and soaks",Body care,11.0
505,Charlotte Tilbury Hot Lips Carina’s Love,face masks and exfoliators,Body care,19.0
506,Charlotte Tilbury Hot Lips Kim KW,face moisturizing products,Face care,8.0
507,Charlotte Tilbury Hot Lips Secret Salma,hand creams,Body care,14.0
508,Charlotte Tilbury K.I.S.S.I.N.G Bitch Perfect,"bath oils, bubbles and soaks",Body care,19.0
509,Charlotte Tilbury K.I.S.S.I.N.G Love Bite Red,hand creams,Body care,12.0
510,Charlotte Tilbury K.I.S.S.I.N.G Penelope Pink,Nail care products,Body care,17.0
511,Charlotte Tilbury Luminous Silk Foundation,Nail care products,Body care,30.0
512,Charlotte Tilbury Luxury Palette The Golden Goddess,hand creams,Body care,13.0
513,Charlotte Tilbury Luxury Palette The Vintage Vamp,vitamins and supplements,Body care,19.0
514,Charlotte Tilbury Matte Revolution Amazing Amal,"bath oils, bubbles and soaks",Body care,9.0
515,Charlotte Tilbury Matte Revolution Pillow Talk,Accessories,Home and Accessories,14.0
516,Charlotte Tilbury Matte Revolution Red Carpet Red,body moisturizers,Body care,18.0
517,Charlotte Tilbury Matte Revolution Walk of Shame,body moisturizers,Body care,17.0
518,Charlotte Tilbury Pro Filt'r Foundation,body moisturizers,Body care,28.0
519,Charlotte Tilbury Radiant Creamy Concealer,body moisturizers,Body care,30.0
520,Charlotte Tilbury Rock 'N' Kohl Eye Pencil Barbarella Brown,Nail care products,Body care,10.0
521,Charlotte Tilbury Rock 'N' Kohl Eye Pencil Bedroom Black,Nail care products,Body care,19.0
522,Charlotte Tilbury Rock 'N' Kohl Eye Pencil Marlene Midnight,vitamins and supplements,Body care,19.0
523,Charlotte Tilbury Rock 'N' Kohl Eye Pencil Veruschka Mink,Nail care products,Body care,14.0
524,Charlotte Tilbury Teint Idole Ultra Wear Foundation,Body soaps and washes,Body care,30.0
525,Charlotte Tilbury True Match Foundation,body moisturizers,Body care,15.0
526,Charlotte Tilbury Vanish Seamless Finish Foundation Stick,vitamins and supplements,Body care,35.0
527,China Glaze Nail Lacquer Ahoy! Raspberry Pink with Gold Shimmer,"bath oils, bubbles and soaks",Body care,3.0
528,China Glaze Nail Lacquer Blue Year's Eve Shimmering Blue,hand creams,Body care,5.0
529,China Glaze Nail Lacquer Champagne Kisses Gold Glitter,face masks and exfoliators,Body care,11.0
530,China Glaze Nail Lacquer Electrify Gold and Red Glitter,Body soaps and washes,Body care,3.0
531,China Glaze Nail Lacquer Fairy Dust Shimmering Silver,"bath oils, bubbles and soaks",Body care,8.0
532,China Glaze Nail Lacquer Flip Flop Fantasy Neon Coral,body moisturizers,Body care,5.0
533,China Glaze Nail Lacquer For Audrey Tiffany Blue,"bath oils, bubbles and soaks",Body care,10.0
534,China Glaze Nail Lacquer Frostbite Bold Blue,"bath oils, bubbles and soaks",Body care,5.0
535,China Glaze Nail Lacquer Gaga for Green Bright Green,vitamins and supplements,Body care,6.0
536,China Glaze Nail Lacquer Grape Pop Deep Purple,"bath oils, bubbles and soaks",Body care,11.0
537,China Glaze Nail Lacquer Happy Go Lucky Bright Yellow,face masks and exfoliators,Body care,4.0
538,China Glaze Nail Lacquer Heli-Yum Bright Berry Pink,body moisturizers,Body care,9.0
539,China Glaze Nail Lacquer Lemon Fizz Soft Yellow,"bath oils, bubbles and soaks",Body care,4.0
540,China Glaze Nail Lacquer Liquid Leather Glossy Black,face masks and exfoliators,Body care,9.0
541,China Glaze Nail Lacquer Love's a Beach Neon Fuchsia,Nail care products,Body care,3.0
